Month,ESG,CSR,ImpactInvesting,SRI,SustainableDevelopment,Country
2024-03,21,39,0.5,0.5,30,India
2024-04,14,35,0.5,1,30,India
2024-05,12,32,0.5,1,38,India
2024-06,12,33,0.5,0.5,44,India
2024-07,12,34,0.5,0.5,31,India
2024-08,13,34,0.5,0.5,24,India
2024-09,14,37,0.5,0.5,29,India
2024-10,11,32,0.5,0.5,30,India
2024-11,13,36,0.5,1,32,India
2024-12,12,36,0.5,0.5,34,India
2025-01,14,37,0.5,0.5,36,India
2025-02,14,37,0.5,1,30,India
2025-03,15,39,0.5,1,30,India
2004-01,0,0,0,0,0,Indonesia
2004-02,0,0,0,0,0,Indonesia
2004-03,0,0,0,0,0,Indonesia
2004-04,0,0,0,0,0,Indonesia
2004-05,0,0,0,0,0,Indonesia
2004-06,0,0,0,0,0,Indonesia
2004-07,0,0,0,0,0,Indonesia
2004-08,0,0,0,0,0,Indonesia
2004-09,0,0,0,0,0,Indonesia
2004-10,0,0,0,0,0,Indonesia
2004-11,0,0,0,0,0,Indonesia
2004-12,0,0,0,0,0,Indonesia
2005-01,0,0,0,0,0,Indonesia
2005-02,0,43,0,0,0,Indonesia
2005-03,0,0,0,0,0,Indonesia
2005-04,0,58,0,0,0,Indonesia
2005-05,0,33,0,0,0,Indonesia
2005-06,0,43,0,0,0,Indonesia
2005-07,0,0,0,0,0,Indonesia
2005-08,0,61,0,0,0,Indonesia
2005-09,0,0,0,0,46,Indonesia
2005-10,0,58,0,0,0,Indonesia
2005-11,0,0,0,0,0,Indonesia
2005-12,0,30,0,0,0,Indonesia
2006-01,0,61,0,0,0,Indonesia
2006-02,0,67,0,0,0,Indonesia
2006-03,0,76,0,0,0,Indonesia
2006-04,0,61,0,0,24,Indonesia
2006-05,0,44,0,0,29,Indonesia
2006-06,0,28,0,0,0,Indonesia
2006-07,0,42,0,0,0,Indonesia
2006-08,0,36,0,0,0,Indonesia
2006-09,0,57,0,0,0,Indonesia
2006-10,0,62,0,0,0,Indonesia
2006-11,0,66,0,0,25,Indonesia
2006-12,0,55,0,0,0,Indonesia
2007-01,0,47,0,0,0,Indonesia
2007-02,0,43,0,0,18,Indonesia
2007-03,0,62,0,0,0,Indonesia
2007-04,0,74,0,0,15,Indonesia
2007-05,0,76,0,0,21,Indonesia
2007-06,0,80,0,0,24,Indonesia
2007-07,0,80,0,0,17,Indonesia
2007-08,0,88,0,0,0,Indonesia
2007-09,0,100,0,0,12,Indonesia
2007-10,0,77,0,0,17,Indonesia
2007-11,0,77,0,0,19,Indonesia
2007-12,0,94,0,0,11,Indonesia
2008-01,0,87,0,0,14,Indonesia
2008-02,0,78,0,0,14,Indonesia
2008-03,0,99,0,0,14,Indonesia
2008-04,0,93,0,0,16,Indonesia
2008-05,0,85,0,0,14,Indonesia
2008-06,0,75,0,0,10,Indonesia
2008-07,0,69,0,0,7,Indonesia
2008-08,0,58,0,0,6,Indonesia
2008-09,0,72,0,0,8,Indonesia
2008-10,0,67,0,0,9,Indonesia
2008-11,0,75,0,0,6,Indonesia
2008-12,0,62,0,0,7,Indonesia
2009-01,0,59,0,0,17,Indonesia
2009-02,0,55,0,0,14,Indonesia
2009-03,0,75,0,0,17,Indonesia
2009-04,0,70,0,0,11,Indonesia
2009-05,0,61,0,0,14,Indonesia
2009-06,0,56,0,0,12,Indonesia
2009-07,0,47,0,0,6,Indonesia
2009-08,0,39,0,0,7,Indonesia
2009-09,0,37,0,0,9,Indonesia
2009-10,0,62,0,0,6,Indonesia
2009-11,0,52,0,0,11,Indonesia
2009-12,0,45,0,0,8,Indonesia
2010-01,0,42,0,0,12,Indonesia
2010-02,0,46,0,0,13,Indonesia
2010-03,0,55,0,0,7,Indonesia
2010-04,0,50,0,0,6,Indonesia
2010-05,0,51,0,0,9,Indonesia
2010-06,0,51,0,0,9,Indonesia
2010-07,0,32,0,0,4,Indonesia
2010-08,0,33,0,0,5,Indonesia
2010-09,0,36,0,0,0,Indonesia
2010-10,0,53,0,0,8,Indonesia
2010-11,0,44,0,0,4,Indonesia
2010-12,0,39,0,0,6,Indonesia
2011-01,0,36,0,0,9,Indonesia
2011-02,0,31,0,0,8,Indonesia
2011-03,0,41,0,0,7,Indonesia
2011-04,0,36,0,0,6,Indonesia
2011-05,0,35,0,0,8,Indonesia
2011-06,0,34,0,0,7,Indonesia
2011-07,0,29,0,0,4,Indonesia
2011-08,0,23,0,0,4,Indonesia
2011-09,0,30,0,0,5,Indonesia
2011-10,0,46,0,0,6,Indonesia
2011-11,0,40,0,0,6,Indonesia
2011-12,0,32,0,0,4,Indonesia
2012-01,0,31,0,0,8,Indonesia
2012-02,0,30,0,0,9,Indonesia
2012-03,0,36,0,0,8,Indonesia
2012-04,0,33,0,0,6,Indonesia
2012-05,0,35,0,0,8,Indonesia
2012-06,0,34,0,0,7,Indonesia
2012-07,0,27,0,0,3,Indonesia
2012-08,0,19,0,0,3,Indonesia
2012-09,0,36,0,0,6,Indonesia
2012-10,0,39,0,0,6,Indonesia
2012-11,0,34,0,0,6,Indonesia
2012-12,0,26,0,0,4,Indonesia
2013-01,0,30,0,0,8,Indonesia
2013-02,0,26,0,0,10,Indonesia
2013-03,0,29,0,0,9,Indonesia
2013-04,0,29,0,0,8,Indonesia
2013-05,0,27,0,0,7,Indonesia
2013-06,0,27,0,0,6,Indonesia
2013-07,0,20,0,0,2,Indonesia
2013-08,0,16,0,0,2,Indonesia
2013-09,0,30,0,0,6,Indonesia
2013-10,0,33,0,0,6,Indonesia
2013-11,0,28,0,0,5,Indonesia
2013-12,0,25,0,0,4,Indonesia
2014-01,0,26,0,0,7,Indonesia
2014-02,0,22,0,0,10,Indonesia
2014-03,0,26,0,0,9,Indonesia
2014-04,0,25,0,0,7,Indonesia
2014-05,0,23,0,0.5,7,Indonesia
2014-06,0,25,0,0,8,Indonesia
2014-07,0.5,14,0,0,2,Indonesia
2014-08,0.5,15,0,0,4,Indonesia
2014-09,0.5,29,0,0,6,Indonesia
2014-10,0,30,0,0,5,Indonesia
2014-11,0,30,0,0,4,Indonesia
2014-12,0,26,0,0,5,Indonesia
2015-01,0,24,0,0,6,Indonesia
2015-02,0,21,0,0,9,Indonesia
2015-03,0,27,0,0,9,Indonesia
2015-04,0.5,27,0,0,10,Indonesia
2015-05,0.5,24,0,0,11,Indonesia
2015-06,0,25,0,0,7,Indonesia
2015-07,0.5,15,0,0,1,Indonesia
2015-08,0.5,19,0,0,4,Indonesia
2015-09,0,27,0,0,7,Indonesia
2015-10,0,33,0,0,7,Indonesia
2015-11,0,29,0,0,6,Indonesia
2015-12,0,27,0,0,5,Indonesia
2016-01,0.5,23,0,0,7,Indonesia
2016-02,0,20,0,0,10,Indonesia
2016-03,0,24,0,0,10,Indonesia
2016-04,0,28,0,0,9,Indonesia
2016-05,0,27,0,0,12,Indonesia
2016-06,0,24,0,0,5,Indonesia
2016-07,0,12,0,0,2,Indonesia
2016-08,0.5,15,0,0,4,Indonesia
2016-09,0.5,24,0,0,6,Indonesia
2016-10,0,29,0,0,6,Indonesia
2016-11,0,28,0,0,6,Indonesia
2016-12,0,23,0,0,5,Indonesia
2017-01,0,20,0,0,7,Indonesia
2017-02,0,21,0,0,11,Indonesia
2017-03,0,22,0,0,12,Indonesia
2017-04,0.5,26,0,0,11,Indonesia
2017-05,0,24,0,0,12,Indonesia
2017-06,0,18,0,0,5,Indonesia
2017-07,0.5,17,0.5,0,3,Indonesia
2017-08,0.5,16,0,0,5,Indonesia
2017-09,0.5,24,0,0,6,Indonesia
2017-10,0,27,0,0,8,Indonesia
2017-11,0,26,0,0.5,10,Indonesia
2017-12,0.5,22,0,0,6,Indonesia
2018-01,0,21,0,0,7,Indonesia
2018-02,0,20,0,0,10,Indonesia
2018-03,0,24,0,0,15,Indonesia
2018-04,0,26,0,0,14,Indonesia
2018-05,0,22,0,0.5,12,Indonesia
2018-06,0.5,12,0,0,4,Indonesia
2018-07,0.5,18,0,0,6,Indonesia
2018-08,0.5,16,0,0.5,9,Indonesia
2018-09,0.5,23,0,0.5,11,Indonesia
2018-10,0.5,30,0,0.5,13,Indonesia
2018-11,0.5,26,0,0.5,14,Indonesia
2018-12,0.5,24,0,0.5,12,Indonesia
2019-01,0.5,22,0,0.5,8,Indonesia
2019-02,0.5,21,0.5,0.5,9,Indonesia
2019-03,0.5,24,0.5,0.5,11,Indonesia
2019-04,0.5,22,0.5,0.5,12,Indonesia
2019-05,1,24,0.5,0.5,7,Indonesia
2019-06,0.5,17,0.5,0.5,3,Indonesia
2019-07,1,21,0.5,1,5,Indonesia
2019-08,1,16,0.5,0.5,6,Indonesia
2019-09,1,25,0.5,0.5,7,Indonesia
2019-10,1,30,0.5,1,10,Indonesia
2019-11,1,28,0.5,1,9,Indonesia
2019-12,1,22,0.5,1,6,Indonesia
2020-01,1,21,0.5,1,4,Indonesia
2020-02,1,24,0.5,1,6,Indonesia
2020-03,1,25,0.5,1,9,Indonesia
2020-04,1,21,0.5,0.5,8,Indonesia
2020-05,1,19,0.5,1,5,Indonesia
2020-06,1,21,0.5,1,6,Indonesia
2020-07,1,19,0.5,1,3,Indonesia
2020-08,1,13,0.5,0.5,4,Indonesia
2020-09,1,16,0.5,0.5,8,Indonesia
2020-10,1,23,0.5,0.5,9,Indonesia
2020-11,1,24,0.5,0.5,12,Indonesia
2020-12,1,20,0.5,0.5,9,Indonesia
2021-01,1,17,0.5,0.5,5,Indonesia
2021-02,1,19,0,0.5,5,Indonesia
2021-03,1,21,0.5,1,9,Indonesia
2021-04,1,21,0.5,1,8,Indonesia
2021-05,1,17,0.5,0.5,5,Indonesia
2021-06,2,20,0.5,1,5,Indonesia
2021-07,2,15,1,1,3,Indonesia
2021-08,2,12,0.5,1,5,Indonesia
2021-09,3,17,0.5,1,8,Indonesia
2021-10,2,21,0.5,0.5,9,Indonesia
2021-11,3,25,0.5,1,14,Indonesia
2021-12,2,20,0.5,0.5,11,Indonesia
2022-01,2,22,0.5,0.5,6,Indonesia
2022-02,2,25,0.5,0.5,9,Indonesia
2022-03,3,33,0.5,0.5,13,Indonesia
2022-04,3,27,0.5,0.5,9,Indonesia
2022-05,3,20,0.5,0.5,6,Indonesia
2022-06,3,26,0.5,0.5,8,Indonesia
2022-07,3,19,0.5,0.5,5,Indonesia
2022-08,3,16,0.5,0.5,9,Indonesia
2022-09,3,27,0.5,0.5,12,Indonesia
2022-10,4,32,0.5,0.5,17,Indonesia
2022-11,3,31,0.5,0.5,24,Indonesia
2022-12,3,25,0.5,0.5,14,Indonesia
2023-01,4,21,0,0.5,7,Indonesia
2023-02,4,24,0.5,0.5,9,Indonesia
2023-03,4,27,0.5,0.5,11,Indonesia
2023-04,3,16,0.5,0.5,7,Indonesia
2023-05,4,25,0.5,0.5,10,Indonesia
2023-06,4,22,0.5,0.5,9,Indonesia
2023-07,5,18,0,0.5,5,Indonesia
2023-08,5,17,0,0.5,9,Indonesia
2023-09,4,22,0.5,0.5,12,Indonesia
2023-10,5,31,0.5,0.5,13,Indonesia
2023-11,5,26,0.5,0.5,20,Indonesia
2023-12,5,21,0,0,16,Indonesia
2024-01,5,19,0,0.5,7,Indonesia
2024-02,5,19,0,0.5,9,Indonesia
2024-03,5,22,0,0.5,10,Indonesia
2024-04,4,22,0,0,8,Indonesia
2024-05,6,26,0.5,0.5,11,Indonesia
2024-06,6,22,0.5,0.5,9,Indonesia
2024-07,6,19,0,0.5,6,Indonesia
2024-08,6,18,0.5,0.5,9,Indonesia
2024-09,7,22,0,0.5,13,Indonesia
2024-10,8,34,0,0.5,15,Indonesia
2024-11,8,29,0,0.5,23,Indonesia
2024-12,7,28,0,0.5,19,Indonesia
2025-01,6,24,0,0.5,8,Indonesia
2025-02,8,23,0,0.5,11,Indonesia
2025-03,7,25,0.5,0.5,14,Indonesia
2004-01,0,0,0,0,0,Iran
2004-02,0,0,0,0,0,Iran
2004-03,0,0,0,0,0,Iran
2004-04,0,0,0,0,0,Iran
2004-05,0,0,0,0,0,Iran
2004-06,0,0,0,0,0,Iran
2004-07,0,0,0,0,0,Iran
2004-08,0,0,0,0,0,Iran
2004-09,0,0,0,0,0,Iran
2004-10,0,0,0,0,0,Iran
2004-11,0,0,0,0,0,Iran
2004-12,0,0,0,0,0,Iran
2005-01,0,0,0,0,100,Iran
2005-02,0,0,0,0,0,Iran
2005-03,0,0,0,0,0,Iran
2005-04,0,0,0,0,0,Iran
2005-05,0,0,0,0,0,Iran
2005-06,0,0,0,0,0,Iran
2005-07,0,0,0,0,0,Iran
2005-08,0,0,0,0,0,Iran
2005-09,0,0,0,0,0,Iran
2005-10,0,0,0,0,92,Iran
2005-11,0,0,0,0,83,Iran
2005-12,0,0,0,0,49,Iran
2006-01,0,0,0,0,0,Iran
2006-02,0,0,0,0,0,Iran
2006-03,0,0,0,0,0,Iran
2006-04,0,0,0,0,62,Iran
2006-05,0,0,0,0,67,Iran
2006-06,0,0,0,0,0,Iran
2006-07,0,0,0,0,0,Iran
2006-08,0,0,0,0,0,Iran
2006-09,0,0,0,0,0,Iran
2006-10,0,0,0,0,64,Iran
2006-11,0,0,0,0,46,Iran
2006-12,0,0,0,0,34,Iran
2007-01,0,0,0,0,0,Iran
2007-02,0,0,0,0,0,Iran
2007-03,0,0,0,0,0,Iran
2007-04,0,0,0,0,0,Iran
2007-05,0,0,0,0,27,Iran
2007-06,0,0,0,0,36,Iran
2007-07,0,0,0,0,33,Iran
2007-08,0,0,0,0,41,Iran
2007-09,0,0,0,0,0,Iran
2007-10,0,0,0,0,66,Iran
2007-11,0,0,0,0,71,Iran
2007-12,0,0,0,0,38,Iran
2008-01,0,0,0,0,42,Iran
2008-02,0,0,0,0,19,Iran
2008-03,0,0,0,0,38,Iran
2008-04,0,0,0,0,43,Iran
2008-05,0,0,0,0,48,Iran
2008-06,0,0,0,0,38,Iran
2008-07,0,0,0,0,30,Iran
2008-08,0,0,0,0,29,Iran
2008-09,0,0,0,0,34,Iran
2008-10,0,0,0,0,52,Iran
2008-11,0,0,0,0,47,Iran
2008-12,0,0,0,0,46,Iran
2009-01,0,0,0,0,30,Iran
2009-02,0,0,0,0,36,Iran
2009-03,0,0,0,0,46,Iran
2009-04,0,0,0,0,61,Iran
2009-05,0,0,0,0,69,Iran
2009-06,0,0,0,0,42,Iran
2009-07,0,0,0,0,31,Iran
2009-08,0,0,0,0,18,Iran
2009-09,0,0,0,0,27,Iran
2009-10,0,0,0,0,54,Iran
2009-11,0,0,0,0,60,Iran
2009-12,0,0,0,0,48,Iran
2010-01,0,0,0,0,51,Iran
2010-02,0,0,0,0,43,Iran
2010-03,0,0,0,0,49,Iran
2010-04,0,0,0,0,49,Iran
2010-05,0,0,0,0,57,Iran
2010-06,0,14,0,0,54,Iran
2010-07,0,0,0,0,31,Iran
2010-08,0,11,0,0,26,Iran
2010-09,0,0,0,0,21,Iran
2010-10,0,0,0,0,57,Iran
2010-11,0,12,0,0,48,Iran
2010-12,0,0,0,0,61,Iran
2011-01,0,6,0,0,46,Iran
2011-02,0,0,0,0,32,Iran
2011-03,0,0,0,0,26,Iran
2011-04,0,9,0,0,30,Iran
2011-05,0,0,0,0,34,Iran
2011-06,0,0,0,0,22,Iran
2011-07,0,5,0,0,21,Iran
2011-08,0,6,0,0,15,Iran
2011-09,0,0,0,0,20,Iran
2011-10,0,5,0,0,29,Iran
2011-11,0,5,0,0,34,Iran
2011-12,0,8,0,0,34,Iran
2012-01,0,5,0,0,28,Iran
2012-02,0,5,0,0,27,Iran
2012-03,0,5,0,0,27,Iran
2012-04,0,5,0,0,23,Iran
2012-05,0,6,0,0,30,Iran
2012-06,0,4,0,0,23,Iran
2012-07,0,5,0,0,16,Iran
2012-08,0,4,0,0,20,Iran
2012-09,0,4,0,0,22,Iran
2012-10,0,7,0,0,40,Iran
2012-11,0,5,0,0,43,Iran
2012-12,0,7,0,0,39,Iran
2013-01,0,5,0,0,38,Iran
2013-02,0,6,0,0,36,Iran
2013-03,0,6,0,0,31,Iran
2013-04,0,7,0,0,29,Iran
2013-05,0,6,0,0,26,Iran
2013-06,0,6,0,0,16,Iran
2013-07,0,6,0,0,15,Iran
2013-08,0,5,0,0,18,Iran
2013-09,0,4,0,0,23,Iran
2013-10,0,5,0,0,37,Iran
2013-11,0,5,0,0,35,Iran
2013-12,0,5,0,0,34,Iran
2014-01,0,5,0,0,29,Iran
2014-02,0,6,0,0,28,Iran
2014-03,0,7,0,0,23,Iran
2014-04,0,6,0,0,27,Iran
2014-05,0,8,0,0,25,Iran
2014-06,0,4,0,0,21,Iran
2014-07,0,6,0,0,16,Iran
2014-08,0,7,0,0,20,Iran
2014-09,0,6,0,0,22,Iran
2014-10,0,8,0,0,37,Iran
2014-11,0,8,0,0,39,Iran
2014-12,0,9,0,0,39,Iran
2015-01,0,5,0,0,36,Iran
2015-02,0,7,0,0,34,Iran
2015-03,0,4,0,0,27,Iran
2015-04,0,6,0,0,32,Iran
2015-05,0,8,0,0,33,Iran
2015-06,0,7,0,0,22,Iran
2015-07,0,5,0,0,13,Iran
2015-08,0,4,0,0,18,Iran
2015-09,0,5,0,0,20,Iran
2015-10,0,6,0,0,25,Iran
2015-11,0,8,0,0,28,Iran
2015-12,0,7,0,0,28,Iran
2016-01,0,6,0,0,20,Iran
2016-02,0,7,0,0,21,Iran
2016-03,0,6,0,0,15,Iran
2016-04,0,5,0,0,22,Iran
2016-05,0,7,0,0,20,Iran
2016-06,0,5,0,0,17,Iran
2016-07,0,7,0,0,13,Iran
2016-08,0,6,0,0,12,Iran
2016-09,0,5,0,0,12,Iran
2016-10,0,8,0,0,20,Iran
2016-11,0,11,0,0,25,Iran
2016-12,0,11,0,0,26,Iran
2017-01,0,8,0,0,21,Iran
2017-02,0,10,0,0,25,Iran
2017-03,0,8,0,0,17,Iran
2017-04,0,10,0,0,24,Iran
2017-05,0,9,0,0,25,Iran
2017-06,0,6,0,0,16,Iran
2017-07,0,7,0,0,12,Iran
2017-08,0,6,0,0,12,Iran
2017-09,0,6,0,0,13,Iran
2017-10,0,8,0,0,19,Iran
2017-11,0,10,0,0,20,Iran
2017-12,0,10,0,0,20,Iran
2018-01,1,8,0,0,17,Iran
2018-02,0,8,0,0,17,Iran
2018-03,0,5,0,0,11,Iran
2018-04,0,3,0,0,15,Iran
2018-05,0,3,0,0,16,Iran
2018-06,0,4,0,0,14,Iran
2018-07,0,4,0,0,11,Iran
2018-08,0,4,0,0,10,Iran
2018-09,0,5,0,0,12,Iran
2018-10,0,5,0,0,17,Iran
2018-11,0,4,0,0,15,Iran
2018-12,0,4,0,0,16,Iran
2019-01,0,4,0,0,13,Iran
2019-02,0,3,0,0,11,Iran
2019-03,0,3,0,0,8,Iran
2019-04,0,4,0,0,10,Iran
2019-05,0,5,0,0,12,Iran
2019-06,0,4,0,0,12,Iran
2019-07,0,4,0,0,11,Iran
2019-08,0,3,0,0,8,Iran
2019-09,0,3,0,0,9,Iran
2019-10,0,4,0,0,12,Iran
2019-11,0,4,0,0,12,Iran
2019-12,0,4,0,0,10,Iran
2020-01,0,4,0,0,8,Iran
2020-02,0,3,0,1,8,Iran
2020-03,0,2,0,0,8,Iran
2020-04,0,3,0,0,8,Iran
2020-05,0,3,0,0,10,Iran
2020-06,0,2,0,0,13,Iran
2020-07,0,3,0,0,7,Iran
2020-08,0,3,0,0,6,Iran
2020-09,0,2,0,0,6,Iran
2020-10,0,2,0,0,6,Iran
2020-11,0,2,0,0,7,Iran
2020-12,0.5,3,0,0,8,Iran
2021-01,0,3,0,0,8,Iran
2021-02,0.5,2,0,0,7,Iran
2021-03,1,2,0,0,7,Iran
2021-04,0.5,3,0,0,9,Iran
2021-05,0,2,0,0,12,Iran
2021-06,0,3,0,0,11,Iran
2021-07,1,2,0,0,11,Iran
2021-08,0.5,2,0,0,5,Iran
2021-09,1,2,0,0,6,Iran
2021-10,0.5,3,0,0,6,Iran
2021-11,0.5,2,0,0,8,Iran
2021-12,1,3,0,0,7,Iran
2022-01,1,3,0,0,10,Iran
2022-02,1,3,0,0,8,Iran
2022-03,1,3,0,0,6,Iran
2022-04,1,3,0,0,7,Iran
2022-05,1,3,0,0,9,Iran
2022-06,1,3,0,0,8,Iran
2022-07,1,3,0,0,6,Iran
2022-08,0.5,3,0,0,7,Iran
2022-09,0.5,3,0,0,6,Iran
2022-10,1,3,0,0,8,Iran
2022-11,1,3,0,0,8,Iran
2022-12,1,3,0,0,7,Iran
2023-01,0.5,3,0,0,7,Iran
2023-02,0.5,2,0,0,6,Iran
2023-03,0.5,2,0,0,5,Iran
2023-04,1,5,0,0,7,Iran
2023-05,1,6,0,0,8,Iran
2023-06,1,5,0,0,8,Iran
2023-07,1,4,0,0,6,Iran
2023-08,1,3,0,0,6,Iran
2023-09,1,3,0,0,7,Iran
2023-10,1,3,0,0,8,Iran
2023-11,1,4,0,0,7,Iran
2023-12,1,4,0,0.5,8,Iran
2024-01,1,4,0,0,8,Iran
2024-02,1,2,0,0,8,Iran
2024-03,1,4,0,0,6,Iran
2024-04,1,5,0,0,7,Iran
2024-05,1,5,0,0,8,Iran
2024-06,1,4,0,0,7,Iran
2024-07,1,4,0,0,6,Iran
2024-08,1,4,0,0,6,Iran
2024-09,1,4,0,0,6,Iran
2024-10,1,5,0,0,8,Iran
2024-11,1,5,0,0,9,Iran
2024-12,1,4,0,0,8,Iran
2025-01,1,4,0,0,6,Iran
2025-02,1,4,0,0.5,7,Iran
2025-03,0.5,4,0,0,6,Iran
2004-01,0,0,0,0,0,Ireland
2004-02,0,0,0,0,0,Ireland
2004-03,0,0,0,0,0,Ireland
2004-04,0,0,0,0,0,Ireland
2004-05,0,0,0,0,0,Ireland
2004-06,0,0,0,0,0,Ireland
2004-07,0,0,0,0,0,Ireland
2004-08,0,0,0,0,0,Ireland
2004-09,0,0,0,0,0,Ireland
2004-10,0,0,0,0,0,Ireland
2004-11,0,94,0,0,0,Ireland
2004-12,0,0,0,0,0,Ireland
2005-01,0,0,0,0,0,Ireland
2005-02,0,0,0,0,0,Ireland
2005-03,0,0,0,0,0,Ireland
2005-04,0,0,0,0,100,Ireland
2005-05,0,0,0,0,78,Ireland
2005-06,0,0,0,0,0,Ireland
2005-07,0,0,0,0,0,Ireland
2005-08,0,0,0,0,0,Ireland
2005-09,0,0,0,0,0,Ireland
2005-10,0,0,0,0,0,Ireland
2005-11,0,84,0,0,63,Ireland
2005-12,0,63,0,0,85,Ireland
2006-01,0,43,0,0,45,Ireland
2006-02,0,85,0,0,0,Ireland
2006-03,0,69,0,0,0,Ireland
2006-04,0,64,0,0,52,Ireland
2006-05,0,50,0,0,54,Ireland
2006-06,0,42,0,0,0,Ireland
2006-07,0,0,0,0,0,Ireland
2006-08,0,37,0,0,0,Ireland
2006-09,0,0,0,0,0,Ireland
2006-10,0,29,0,0,0,Ireland
2006-11,0,58,0,0,31,Ireland
2006-12,0,34,0,0,44,Ireland
2007-01,0,47,0,0,27,Ireland
2007-02,0,54,0,0,35,Ireland
2007-03,0,58,0,0,35,Ireland
2007-04,0,41,0,0,44,Ireland
2007-05,0,40,0,0,27,Ireland
2007-06,0,30,0,0,0,Ireland
2007-07,0,40,0,0,0,Ireland
2007-08,0,26,0,0,0,Ireland
2007-09,0,29,0,0,22,Ireland
2007-10,0,47,0,0,37,Ireland
2007-11,0,47,0,0,25,Ireland
2007-12,0,25,0,0,17,Ireland
2008-01,0,29,0,0,16,Ireland
2008-02,0,52,0,0,22,Ireland
2008-03,0,57,0,0,25,Ireland
2008-04,0,50,0,0,32,Ireland
2008-05,0,31,0,0,20,Ireland
2008-06,0,32,0,0,18,Ireland
2008-07,0,30,0,0,0,Ireland
2008-08,0,26,0,0,0,Ireland
2008-09,0,43,0,0,15,Ireland
2008-10,0,42,0,0,21,Ireland
2008-11,0,61,0,0,18,Ireland
2008-12,0,49,0,0,0,Ireland
2009-01,0,27,0,0,20,Ireland
2009-02,0,40,0,0,30,Ireland
2009-03,0,46,0,0,25,Ireland
2009-04,0,51,0,0,25,Ireland
2009-05,0,44,0,0,19,Ireland
2009-06,0,21,0,0,11,Ireland
2009-07,0,28,0,0,0,Ireland
2009-08,0,16,0,0,16,Ireland
2009-09,0,27,0,0,18,Ireland
2009-10,0,35,0,0,23,Ireland
2009-11,0,58,0,0,30,Ireland
2009-12,0,36,0,0,16,Ireland
2010-01,0,39,0,0,20,Ireland
2010-02,10,59,0,0,20,Ireland
2010-03,0,49,0,0,18,Ireland
2010-04,0,56,0,0,22,Ireland
2010-05,0,35,0,0,20,Ireland
2010-06,0,17,0,0,17,Ireland
2010-07,0,22,0,0,13,Ireland
2010-08,0,31,0,0,0,Ireland
2010-09,0,22,0,0,9,Ireland
2010-10,0,37,0,0,10,Ireland
2010-11,0,45,0,0,7,Ireland
2010-12,0,26,0,0,11,Ireland
2011-01,0,27,0,0,10,Ireland
2011-02,0,29,0,0,10,Ireland
2011-03,9,41,0,0,15,Ireland
2011-04,0,43,0,0,27,Ireland
2011-05,0,25,0,0,15,Ireland
2011-06,0,18,0,0,0,Ireland
2011-07,0,16,0,0,7,Ireland
2011-08,0,20,0,0,7,Ireland
2011-09,0,29,0,0,10,Ireland
2011-10,0,34,0,0,13,Ireland
2011-11,0,40,0,0,22,Ireland
2011-12,0,28,0,0,9,Ireland
2012-01,0,26,0,0,14,Ireland
2012-02,0,26,0,0,10,Ireland
2012-03,6,38,0,0,12,Ireland
2012-04,0,39,0,0,13,Ireland
2012-05,0,36,0,0,12,Ireland
2012-06,0,22,0,0,6,Ireland
2012-07,0,20,0,0,8,Ireland
2012-08,0,24,0,0,10,Ireland
2012-09,0,24,0,0,8,Ireland
2012-10,0,47,0,0,12,Ireland
2012-11,0,46,0,0,17,Ireland
2012-12,0,33,0,0,8,Ireland
2013-01,0,32,0,0,8,Ireland
2013-02,0,27,0,0,10,Ireland
2013-03,0,33,0,4,13,Ireland
2013-04,0,50,0,0,11,Ireland
2013-05,0,34,0,0,8,Ireland
2013-06,0,19,0,0,5,Ireland
2013-07,0,21,0,0,4,Ireland
2013-08,0,24,0,0,4,Ireland
2013-09,0,30,0,0,12,Ireland
2013-10,0,49,0,0,11,Ireland
2013-11,0,42,0,0,10,Ireland
2013-12,0,30,0,0,9,Ireland
2014-01,0,33,0,0,8,Ireland
2014-02,0,37,4,0,9,Ireland
2014-03,0,32,0,0,9,Ireland
2014-04,0,49,0,0,10,Ireland
2014-05,0,37,0,0,7,Ireland
2014-06,0,26,0,0,0,Ireland
2014-07,4,22,0,0,6,Ireland
2014-08,0,27,0,0,5,Ireland
2014-09,3,27,0,0,11,Ireland
2014-10,4,38,0,0,13,Ireland
2014-11,0,42,0,0,9,Ireland
2014-12,0,33,0,0,7,Ireland
2015-01,0,32,0,0,9,Ireland
2015-02,0,39,0,0,7,Ireland
2015-03,0,48,0,0,13,Ireland
2015-04,0,50,0,0,13,Ireland
2015-05,4,41,0,0,12,Ireland
2015-06,0,28,0,0,5,Ireland
2015-07,0,23,0,0,4,Ireland
2015-08,0,28,0,0,5,Ireland
2015-09,3,28,0,0,13,Ireland
2015-10,5,40,0,0,12,Ireland
2015-11,0,47,0,0,16,Ireland
2015-12,4,44,0,0,12,Ireland
2016-01,0,31,0,0,13,Ireland
2016-02,0,42,0,0,13,Ireland
2016-03,0,51,0,0,9,Ireland
2016-04,0,52,0,0,17,Ireland
2016-05,4,47,0,0,11,Ireland
2016-06,0,29,0,0,5,Ireland
2016-07,0,25,0,0,6,Ireland
2016-08,5,21,0,0,6,Ireland
2016-09,0,33,0,0,10,Ireland
2016-10,0,43,0,0,14,Ireland
2016-11,0,45,0,4,15,Ireland
2016-12,0,28,0,0,9,Ireland
2017-01,0,39,0,0,14,Ireland
2017-02,0,40,0,0,16,Ireland
